"title","city","address","phone","imageUrl","website","rank","categoryName","url","totalScore","state"
"Dattasai NeuroPsychiatric Hospital","Solapur","186, Rajendra Chowk, Raviwar Peth, Solapur, Maharashtra 413005, India","+91 94230 65116","https://lh5.googleusercontent.com/p/AF1QipMBbf1-rvYdl31LLzQMeZP-_2OiQV8FsLO2DXL1=w426-h240-k-no",,"6","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dattasai%20NeuroPsychiatric%20Hospital&query_place_id=ChIJk8MNAIraxTsRb91RLeeyh5M","4.7","Maharashtra"
"Korke Psychiatric Clinic","Solapur","MV8X+MV9, Railway Lines Rd, Railway lines, Sidheshwar Peth, Solapur, Maharashtra 413001, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ODsVae-ZbR_wQFoD68_LfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.04913&pitch=0&thumbfov=100",,"4","Psychotherapist","https://www.google.com/maps/search/?api=1&query=Korke%20Psychiatric%20Clinic&query_place_id=ChIJBYHvT_DRxTsReG2dutVb-2k","5","Maharashtra"
"Dr Bhoge's Manovishwa Psychiatric and Deaddiction clinic","Solapur","Sudhakar Complex, Rupa Bhavani Rd, near Sharma Sweets, Solapur, Maharashtra 413003, India","+91 91306 21531","https://lh5.googleusercontent.com/p/AF1QipMnHEMcxMqznNMR1t60Z5quCZjBK9kb2ng89VJk=w408-h283-k-no",,"3","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Bhoge's%20Manovishwa%20Psychiatric%20and%20Deaddiction%20clinic&query_place_id=ChIJ9-7aU3jaxTsRzo4vm4XQG3U","5","Maharashtra"
"𝗗𝗿 𝗔 𝗦 𝗜𝗻𝗮𝗺𝗱𝗮𝗿- 𝗕𝗲𝘀𝘁 𝗦𝗲𝘅𝗼𝗹𝗼𝗴𝗶𝘀𝘁 | 𝗡𝗲𝘂𝗿𝗼𝗽𝘀𝘆𝗰𝗵𝗶𝗮𝘁𝗿𝗶𝘀𝘁 | लैंगिक समस्या तज्ञ | 𝗕𝗲𝘀𝘁 𝗖𝗼𝘂𝗻𝘀𝗲𝗹𝗹𝗼𝗿 𝗗𝗼𝗰𝘁𝗼𝗿 𝗶𝗻 𝗦𝗼𝗹𝗮𝗽𝘂𝗿","Solapur","Besides Sandeep Gas Appliances, above SBI ATM, near Samachar Chowk, Kontam chowk, Solapur, Maharashtra 413001, India","+91 86576 81862","https://lh5.googleusercontent.com/p/AF1QipNLNog2pVN0kmWXAY-xLxSxgxOBAexMHFybP51J=w408-h545-k-no","https://book-appointment.healthplix.com/dr-a-s--inamdar-neuro-psychiatry-railway-lines-solapur","2","Psychiatrist","https://www.google.com/maps/search/?api=1&query=%F0%9D%97%97%F0%9D%97%BF%20%F0%9D%97%94%20%F0%9D%97%A6%20%F0%9D%97%9C%F0%9D%97%BB%F0%9D%97%AE%F0%9D%97%BA%F0%9D%97%B1%F0%9D%97%AE%F0%9D%97%BF-%20%F0%9D%97%95%F0%9D%97%B2%F0%9D%98%80%F0%9D%98%81%20%F0%9D%97%A6%F0%9D%97%B2%F0%9D%98%85%F0%9D%97%BC%F0%9D%97%B9%F0%9D%97%BC%F0%9D%97%B4%F0%9D%97%B6%F0%9D%98%80%F0%9D%98%81%20%7C%20%F0%9D%97%A1%F0%9D%97%B2%F0%9D%98%82%F0%9D%97%BF%F0%9D%97%BC%F0%9D%97%BD%F0%9D%98%80%F0%9D%98%86%F0%9D%97%B0%F0%9D%97%B5%F0%9D%97%B6%F0%9D%97%AE%F0%9D%98%81%F0%9D%97%BF%F0%9D%97%B6%F0%9D%98%80%F0%9D%98%81%20%7C%20%E0%A4%B2%E0%A5%88%E0%A4%82%E0%A4%97%E0%A4%BF%E0%A4%95%20%E0%A4%B8%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%AF%E0%A4%BE%20%E0%A4%A4%E0%A4%9C%E0%A5%8D%E0%A4%9E%20%7C%20%F0%9D%97%95%F0%9D%97%B2%F0%9D%98%80%F0%9D%98%81%20%F0%9D%97%96%F0%9D%97%BC%F0%9D%98%82%F0%9D%97%BB%F0%9D%98%80%F0%9D%97%B2%F0%9D%97%B9%F0%9D%97%B9%F0%9D%97%BC%F0%9D%97%BF%20%F0%9D%97%97%F0%9D%97%BC%F0%9D%97%B0%F0%9D%98%81%F0%9D%97%BC%F0%9D%97%BF%20%F0%9D%97%B6%F0%9D%97%BB%20%F0%9D%97%A6%F0%9D%97%BC%F0%9D%97%B9%F0%9D%97%AE%F0%9D%97%BD%F0%9D%98%82%F0%9D%97%BF&query_place_id=ChIJG5g_lbTbxTsR6S75g_vz-o4","5","Maharashtra"
"𝗗𝗿 𝗣𝗿𝗮𝗯𝗵𝗮𝗸𝗮𝗿 𝗛𝗼𝗹𝗶𝗸𝗮𝘁𝘁𝗶-Top Rated Psychiatrist/Deaddiction specialist and Counsellor/Sexologist in Solapur","Solapur","Employment Chouck, First floor, Sindagi Complex, Opposite Kamat Hotel, In Front of Shravan Savaji Hotel, Beside Madhav Bag Clinic, Near Gupta Lamps, Solapur, India","+91 94037 47514","https://lh5.googleusercontent.com/p/AF1QipPMFgOsavmYuHjeqk6Wu30BJfYv3AsYH8WhlZfJ=w408-h272-k-no",,"1","Psychiatrist","https://www.google.com/maps/search/?api=1&query=%F0%9D%97%97%F0%9D%97%BF%20%F0%9D%97%A3%F0%9D%97%BF%F0%9D%97%AE%F0%9D%97%AF%F0%9D%97%B5%F0%9D%97%AE%F0%9D%97%B8%F0%9D%97%AE%F0%9D%97%BF%20%F0%9D%97%9B%F0%9D%97%BC%F0%9D%97%B9%F0%9D%97%B6%F0%9D%97%B8%F0%9D%97%AE%F0%9D%98%81%F0%9D%98%81%F0%9D%97%B6-Top%20Rated%20Psychiatrist%2FDeaddiction%20specialist%20and%20Counsellor%2FSexologist%20in%20Solapur&query_place_id=ChIJ26qqanPaxTsRqMwE4i0zxnI","4.9","Maharashtra"
"Dr.Kadam","Beed","XQV2+WHV, Kranti Nagar, Beed, Maharashtra 431122, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W5t1QLqUKixDvsORCRc5-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.70337&pitch=0&thumbfov=100",,"2","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.Kadam&query_place_id=ChIJ4_3sC9sqxTsR24cb9Pzg7KI","2.5","Maharashtra"
"Dr Lokesh Chirwatkar","Gondia","Shop 30, Ambe Multicare, Indira Gandhi stadium, Maharashtra 441601, India","+91 87665 46813","https://lh5.googleusercontent.com/p/AF1QipMmOabNnRzGo06cAzaWP79YFZLuBnDZHVDa3dCl=w426-h240-k-no",,"1","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Lokesh%20Chirwatkar&query_place_id=ChIJdWG1xsKvKzoRzcBw3l910jk","4.9","Maharashtra"
"Janseva psychiatry and sexology hospital center मनोविकार तज्ञ","Beed","Navghan College Rd, near mitra nagar, Mitra Nagar, Kranti Colony, Datta Nagar, Beed, Maharashtra 431122, India","+91 89756 78303","https://lh5.googleusercontent.com/p/AF1QipOT77KdK0bXyZ3EKvnA-aL96qE99esEVX2OfhML=w408-h306-k-no",,"1","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Janseva%20psychiatry%20and%20sexology%20hospital%20center%20%E0%A4%AE%E0%A4%A8%E0%A5%8B%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0%20%E0%A4%A4%E0%A4%9C%E0%A5%8D%E0%A4%9E&query_place_id=ChIJA-IAaFgrxTsR-GVAh0e8K8I","4.8","Maharashtra"
"INGLE MANSIK AAROGYA KENDRA - Best Psychiatric Hospital In Washim | Mental Health Centre | Best Children's Psychological","Washim","446Q+568, Hingoli - Washim - Akola Rd, near INGLE MANSIK AAROGYA KENDRA, highway, Washim, Maharashtra 444505, India",,"https://lh5.googleusercontent.com/p/AF1QipNZmj6C5n-8eCbEIWy2aksfoGqxPiidvZtRTFNw=w408-h272-k-no",,"3","Hospital","https://www.google.com/maps/search/?api=1&query=INGLE%20MANSIK%20AAROGYA%20KENDRA%20-%20Best%20Psychiatric%20Hospital%20In%20Washim%20%7C%20Mental%20Health%20Centre%20%7C%20Best%20Children's%20Psychological&query_place_id=ChIJu6vQCrrj0DsRZ71p4UNplDc","4.7","Maharashtra"
"Prarthana Vyasanmukti Kendra","Chandrapur","MOUNT CONVENT ROAD, near Madhuban Plaza, Bapat Nagar, Postman Colony, Tukum, Chandrapur, Maharashtra 442401, India",,"https://lh5.googleusercontent.com/p/AF1QipN8NUlIFgtjSVjUQ8DYpP9kX1vPAb7_BUcNSKQp=w408-h408-k-no",,"15","Addiction treatment center","https://www.google.com/maps/search/?api=1&query=Prarthana%20Vyasanmukti%20Kendra&query_place_id=ChIJJzbxgKHV0jsRy6kG1LsAyCw","5","Maharashtra"
"Shantijyot Multispeciality Hospital","Chandrapur","Bhanapeth ward, opp. SBI BANK, Maharashtra 442401, India","+91 98221 23002","https://lh5.googleusercontent.com/p/AF1QipOp0Or_vnv3iHx95GQYRSzzwHPlIgOMjHRPDGI9=w408-h271-k-no",,"14","Hospital","https://www.google.com/maps/search/?api=1&query=Shantijyot%20Multispeciality%20Hospital&query_place_id=ChIJAypdrNvV0jsRU8hFH3rJR9A","4.3","Maharashtra"
"Shree Gajanan Physiotherapy Clinic","Buldhana","Chaitanyawadi, Buldhana, Maharashtra 443001, India","+91 80873 83693","https://lh5.googleusercontent.com/p/AF1QipMeOepUZzaNUO2nI_UL-8g8y4HERa3LevA5OsBg=w408-h408-k-no",,"29","Hospital","https://www.google.com/maps/search/?api=1&query=Shree%20Gajanan%20Physiotherapy%20Clinic&query_place_id=ChIJPx5tADof2jsRfsmSBOptzDE",,"Maharashtra"
"Shewale hospital","Buldhana","G5MF+C3W, Jambhrun Rd, Suvarna Nagaar, Buldhana, Maharashtra 443001, India",,"https://lh5.googleusercontent.com/p/AF1QipPRr0ItKyTz7CbWK0wvFaLUmB-CXH2xSCLY1HPt=w408-h725-k-no",,"28","Pediatrician","https://www.google.com/maps/search/?api=1&query=Shewale%20hospital&query_place_id=ChIJ-aaNn80f2jsRixeQGgJjxsE","5","Maharashtra"
"Sehat Hospital","Latur","Nadeem Complex, Khori Galli, near Iqbal Urdu High School, Sawe Wadi, Latur, Maharashtra 413512, India","+91 90960 23047","https://lh5.googleusercontent.com/p/AF1QipOAzmaUU8y-mshjYe74-IZrDxPwKBup56UbFfjx=w408-h544-k-no",,"12","Medical clinic","https://www.google.com/maps/search/?api=1&query=Sehat%20Hospital&query_place_id=ChIJvbdaI2KDzzsRRpOzifq4uh0","4.9","Maharashtra"
"RubyStar Hospital","Jamner","1st Floor, BOT complex, Mahavir Nagar, Jamner, Maharashtra 424206, India","+91 2183 223 100","https://lh5.googleusercontent.com/p/AF1QipMMFa3sAziYXyJbWQzOAGNbHp1WkoeAJTHqNZyS=w408-h261-k-no","https://rubystarhospital.com/jamner/","21","Hospital","https://www.google.com/maps/search/?api=1&query=RubyStar%20Hospital&query_place_id=ChIJFbJN-DGf2TsR6dZAp0OpXHU","4.3","Maharashtra"
"Dr Sudhakar Sude Psychiatrists & Sexologist Prerna Manorugnalaya","Latur","NH 548B, Sawe Wadi, Latur, Maharashtra 413512, India","+91 2382 227 065","https://lh5.googleusercontent.com/p/AF1QipNql2-9xjzOpuJoN17_mFUfF6WqgvAm7JSuMOku=w408-h544-k-no",,"10","Hospital","https://www.google.com/maps/search/?api=1&query=Dr%20Sudhakar%20Sude%20Psychiatrists%20%26%20Sexologist%20Prerna%20Manorugnalaya&query_place_id=ChIJ5RFuafKDzzsRZerMJeiq1Lc","4.5","Maharashtra"
"गायत्री बालरुग्णालय Gayatri Balrugnalaya , Dr. Shivkumar Martule, Dr. Asmita Martule( Bhadre)","Udgir","Infront of Sonawane petrol pump, Captain krushnakant chowk, Degloor Rd, Udgir, Maharashtra 413517, India",,"https://lh5.googleusercontent.com/p/AF1QipPn7MHAMAWRlU48Fep31_N0U3zbnO1Cjdi8mD1c=w408-h317-k-no",,"9","Children's hospital","https://www.google.com/maps/search/?api=1&query=%E0%A4%97%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80%20%E0%A4%AC%E0%A4%BE%E0%A4%B2%E0%A4%B0%E0%A5%81%E0%A4%97%E0%A5%8D%E0%A4%A3%E0%A4%BE%E0%A4%B2%E0%A4%AF%20Gayatri%20Balrugnalaya%20%2C%20Dr.%20Shivkumar%20Martule%2C%20Dr.%20Asmita%20Martule(%20Bhadre)&query_place_id=ChIJF_hjuEmrzzsRphC4aygWVro","5","Maharashtra"
"Shraddha Vyasannmukti kendra","Latur","Latur - Katpur Rd, near Kasle warehouse, Latur, Maharashtra 413531, India","+91 96899 92511","https://lh5.googleusercontent.com/p/AF1QipPq4eWvixigpAyUCrAgOI6Led4SJ_gfLfGYNo18=w480-h240-k-no",,"7","Mental health service","https://www.google.com/maps/search/?api=1&query=Shraddha%20Vyasannmukti%20kendra&query_place_id=ChIJN420-luDzzsRaVnfpva0ykA","5","Maharashtra"
"CNS Hospital Latur Psychiatric Hospital and Addiction Rehabilitation","Latur","nikki bar, Back side, Opp kia car motar,old railway road, Barshi Rd, Pakharsangvi, Latur, Maharashtra 413531, India","+91 97669 93385","https://lh5.googleusercontent.com/p/AF1QipOQnc8B0MUFCTMQRI3vvaOvDpe5ujLoM4O-EGgD=w426-h240-k-no",,"8","Mental health clinic","https://www.google.com/maps/search/?api=1&query=CNS%20Hospital%20Latur%20Psychiatric%20Hospital%20and%20Addiction%20Rehabilitation&query_place_id=ChIJuf6QaAqBzzsR_C-CY5KByuY","5","Maharashtra"
"Dr Balasaheb Kale's Residence","Udgir","94M9+QG6, Vilas Nagar, Behind Bhosale Complex, Udgir, Maharashtra 413517, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6QFY31ud_Se_s8wZF8rn9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.1176&pitch=0&thumbfov=100",,"5","Doctor","https://www.google.com/maps/search/?api=1&query=Dr%20Balasaheb%20Kale's%20Residence&query_place_id=ChIJdeUYsRaqzzsRz6XvrGNMuJE","4.5","Maharashtra"
"Dt.Rajshri Bhagat","Latur","Flat 1, Kamal Apartment, near Madhumira function hall, Kokate Nagar, Latur, Maharashtra 413512, India","+91 92841 77181","https://lh5.googleusercontent.com/p/AF1QipMoK9De_f4Y3w6XZISUxzzuiUkCZUWynp-YBrSJ=w456-h240-k-no",,"3","Counselor","https://www.google.com/maps/search/?api=1&query=Dt.Rajshri%20Bhagat&query_place_id=ChIJTUPZFBODzzsRVKbk49ug8xo","4.9","Maharashtra"
"Aadhar Manasopchar Clinic - Mental Health Services - Best Psychiatrist- Sexologist - Dr. Chepure Hospital","Latur","Gomare Complex Shivaji Chowk, Ambajogai Rd, opposite Shivaji Nagar Police Station, near Venkatadri Medical Store, Latur, Maharashtra 413512, India","+91 98609 53392","https://lh5.googleusercontent.com/p/AF1QipOICPYeSa2zYlgiR6ASsGcQ7tT-fTKjPo8vr5bX=w408-h306-k-no","https://sayyes2life.in/d/2615","1","Mental health service","https://www.google.com/maps/search/?api=1&query=Aadhar%20Manasopchar%20Clinic%20-%20Mental%20Health%20Services%20-%20Best%20Psychiatrist-%20Sexologist%20-%20Dr.%20Chepure%20Hospital&query_place_id=ChIJjblJpOmDzzsR9Xzd9OLE7z4","4.9","Maharashtra"
"C.N.S. Latur hospital","Latur","In front of KIA Motors showroom and pramod petrol pump, Old railway line, road, Barshi Rd, Latur, Maharashtra 413531, India","+91 79722 91482","https://lh5.googleusercontent.com/p/AF1QipMQUMoOcvU1WXfif04-RRqhnyuBhVNGexBqsulb=w426-h240-k-no",,"2","Psychiatrist","https://www.google.com/maps/search/?api=1&query=C.N.S.%20Latur%20hospital&query_place_id=ChIJ2YRo0GKDzzsRIn7_HcofaIk","5","Maharashtra"
"JADHAO HOMEOPATHIC CLINIC AND RESEARCH CENTER","Buldhana","behind bus stand, Muthe Layout, VISHNUWADI, Buldhana, Maharashtra 443001, India","+91 78752 89611","https://lh5.googleusercontent.com/p/AF1QipN_2OCelZQX0mwYVhwEab2LNBFBzcDhnmUYVjuR=w533-h240-k-no",,"27","Hospital","https://www.google.com/maps/search/?api=1&query=JADHAO%20HOMEOPATHIC%20CLINIC%20AND%20RESEARCH%20CENTER&query_place_id=ChIJTSEopKcf2jsR1WsOBFwRVS8","4.9","Maharashtra"
"Katkar Hospital and Trauma Care - Best Multispeciality Hospital in Buldhana | Best Heart Specialist | Best Diabetes Doctor","Buldhana","near Mahatma Phule School, Muthe Layout, VISHNUWADI, Buldhana, Maharashtra 443001, India","+91 86238 55281","https://lh5.googleusercontent.com/p/AF1QipOcnd7qwomPHUmuvk4NRFvYsgjjkOyZbY4z0hjX=w408-h271-k-no","https://technoflybusinesssolutions.com/cards/katkar-multispeciality-hospital-718","26","Heart hospital","https://www.google.com/maps/search/?api=1&query=Katkar%20Hospital%20and%20Trauma%20Care%20-%20Best%20Multispeciality%20Hospital%20in%20Buldhana%20%7C%20Best%20Heart%20Specialist%20%7C%20Best%20Diabetes%20Doctor&query_place_id=ChIJJTPpTcEf2jsRvQ2tBfeQ6UM","4.3","Maharashtra"
"Samvad Hospital","Buldhana","G5MF+J8M, VISHNUWADI, Buldhana, Maharashtra 443001, India",,"https://lh5.googleusercontent.com/p/AF1QipPj34zSjlYiZ2kKnck_8P85PSRytGf-bFrqsoS8=w426-h240-k-no",,"24","Hospital","https://www.google.com/maps/search/?api=1&query=Samvad%20Hospital&query_place_id=ChIJI6At_QEe2jsR4BVK_BLcSko","4.7","Maharashtra"
"Kelkar Hospital, Akola.","Akola","P294+H8J, Ramdaspeth, Akola, Maharashtra 444001, India","+91 77700 16256","https://lh5.googleusercontent.com/p/AF1QipOklPrmmfbI293UivwxOyvaCfRMRP6wyMYQ9pU=w408-h306-k-no",,"11","Hospital","https://www.google.com/maps/search/?api=1&query=Kelkar%20Hospital%2C%20Akola.&query_place_id=ChIJacZuesIx1zsRlRrXI_CzxPg","4.8","Maharashtra"
"shri clinic","Buldhana","house no. 10, Ekata Nagar, Sai Nagar, Buldhana, Maharashtra 443001, India","+91 86059 35016","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1na1xhlNeEJyszf41OcYDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.78505&pitch=0&thumbfov=100",,"10","Doctor","https://www.google.com/maps/search/?api=1&query=shri%20clinic&query_place_id=ChIJ8ewrwvwd2jsRhfOrq0RqBho",,"Maharashtra"
"SAMARTH CLINIC","Buldhana","House No.1, Main Rd, near Ram Mandir, Ramnagar, Buldhana, Maharashtra 443001, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4MYTd2n9Q0kObRahOlBQXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.062386&pitch=0&thumbfov=100",,"8","Doctor","https://www.google.com/maps/search/?api=1&query=SAMARTH%20CLINIC&query_place_id=ChIJC7eAQBQf2jsRd9huxFipM6A","4.3","Maharashtra"
"DR. CHINCHOLE PRABHAKAR","Buldhana","G5HM+MMM, near HAJI MALANG DARGAH, Jijau Nagar, Chaitanyawadi, Buldhana, Maharashtra 443001, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-ViqAoJeFFs2jQ-YGJoinQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.78273&pitch=0&thumbfov=100",,"3","Doctor","https://www.google.com/maps/search/?api=1&query=DR.%20CHINCHOLE%20PRABHAKAR&query_place_id=ChIJE6aya-Md2jsRTa0D5SdEPMY","3","Maharashtra"
"Dr Sachin Baghe","Khamgaon","Tuljai Multi Care Hospital, Nandura Rd, Shivalay Vihar, Khamgaon, Maharashtra 444303, India","+91 93218 96118","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x5zTlemuEB-dI4fW57mrYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.06175&pitch=0&thumbfov=100",,"2","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Sachin%20Baghe&query_place_id=ChIJeTa382NR1zsRDI7WEluTsfU","5","Maharashtra"
"Crystalcare Hospitals","Shahapur","1st Floor, Neera Arcade, Near Athiti Hotel Opp gurudwara, Mumbai Nashik Highway, Asangaon, Tal, Shahapur, Maharashtra 421601, India","+91 80 6901 5530","https://lh5.googleusercontent.com/p/AF1QipMR8K9YOYt7f08OfLqCa6Nmwow2Bhk201Cvt9mv=w408-h725-k-no",,"23","Hospital","https://www.google.com/maps/search/?api=1&query=Crystalcare%20Hospitals&query_place_id=ChIJsZMmSLOF5zsRZQcXHHNOgf4","4.2","Maharashtra"
"DVNS HEALTHCARE PRIVATE LIMITED","Parola","plot no,3/5 gate no 9, TOLI ,PAROLA,dist, Parola, Maharashtra 425111, India","+91 97306 18500",,,"24","Private hospital","https://www.google.com/maps/search/?api=1&query=DVNS%20HEALTHCARE%20PRIVATE%20LIMITED&query_place_id=ChIJcRv-hSs32TsRiepc2Ue47Pw",,"Maharashtra"
"Dr. Manoj Daspute","Malegaon","First floor, Golden Plaza, Shivaji Putala, Nayapura, Malegaon, Maharashtra 423203, India",,"https://lh5.googleusercontent.com/p/AF1QipNE8iKYoGoBvKH1Sd1GEg-h7-HHuZe3l7Rzmorn=w408-h544-k-no",,"20","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Manoj%20Daspute&query_place_id=ChIJs8m4YlWZ3jsRFY3zcyEGAsg","5","Maharashtra"
"Baglane Hospital","Beed","XPVX+HFF, Shriram Nagar, Kranti Nagar, Beed, Maharashtra 431122, India","+91 2442 221 026","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CRxfXtYrgc-tobGYtC_gCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.36724&pitch=0&thumbfov=100",,"4","Psychiatric hospital","https://www.google.com/maps/search/?api=1&query=Baglane%20Hospital&query_place_id=ChIJBxiktMQqxTsR34-R3ePZwXU","4.1","Maharashtra"
"Mauli Mind Care Hospital","Beed","Shikshak Colony Rd, Adarsh nagar, Beed, Maharashtra 431122, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DMQSOzpkfmQ-i_0mVJn3UQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.58777&pitch=0&thumbfov=100",,"3","Mental health service","https://www.google.com/maps/search/?api=1&query=Mauli%20Mind%20Care%20Hospital&query_place_id=ChIJXbTmZyIrxTsR6D5HAy9Cfto","4","Maharashtra"
"Dr Chakor Clinic","Nashik","Bhakti Sankul, above janklyan bank and yashwant hospital Near Nimani bus stand, Peth Phata, Panchavati, Nashik, Maharashtra 422003, India","+91 88882 13130","https://lh5.googleusercontent.com/p/AF1QipMhZ_fHKdF-4-tfxHt_3P_JA8cTfI1C00MKZs5O=w462-h240-k-no",,"19","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Chakor%20Clinic&query_place_id=ChIJxQxMalrr3TsRptbo3XiztDM","4.9","Maharashtra"
"Dr Anita Daund 'Little Minds Development Centre'","Nashik","2nd floor, Besides Scholers classes and Dental Clinic, SaiShilp Residency, Little Minds Development Centre, Tapovan Link Rd, above Chaska Maska Hotel, Nashik, Maharashtra 422011, India","+91 97631 82616","https://lh5.googleusercontent.com/p/AF1QipOngXcBa1RhT6KwKKW8KF6GZV2zg8Hu1D1n2kKH=w426-h240-k-no","http://www.mindbrainandpsychiatry.com/","15","Child psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Anita%20Daund%20'Little%20Minds%20Development%20Centre'&query_place_id=ChIJf-dZHVzr3TsRVpfUNFezL5s","4.8","Maharashtra"
"Deore Superspeciality Hospital | Psychiatrist | Pediatrician | Critical Care | Deaddiction | Consultant Physician in Nashik","Nashik","Floor No. 3 Roonghtha Supremus, Shree hari kute marg, Chandak Cir, Mumbai Naka, Tidke Colony, Nashik, Maharashtra 422002, India","+91 253 257 0413","https://lh5.googleusercontent.com/p/AF1QipN72cp_NQVVvnbqsFisscs3ZT54IIw3WCwtHfGk=w426-h240-k-no","http://www.deorehospital.in/","17","Hospital","https://www.google.com/maps/search/?api=1&query=Deore%20Superspeciality%20Hospital%20%7C%20Psychiatrist%20%7C%20Pediatrician%20%7C%20Critical%20Care%20%7C%20Deaddiction%20%7C%20Consultant%20Physician%20in%20Nashik&query_place_id=ChIJG5ZgP6_r3TsR6JkI1Ra7Shg","4.7","Maharashtra"
"Dr.Jyoti ugale | psychiatrist | psychiatry consultant |Best psychiatry doctor in Nashik","Nashik","Business Plus, C-202, near Sai Square, Mumbai Naka, Gaikwad Nagar, Nashik, Maharashtra 422002, India","+91 788 733 5163","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qc4ZQElu4vRn8eMPmfolDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.66231&pitch=0&thumbfov=100",,"13","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.Jyoti%20ugale%20%7C%20psychiatrist%20%7C%20psychiatry%20consultant%20%7CBest%20psychiatry%20doctor%20in%20Nashik&query_place_id=ChIJj3mdwIrr3TsRuWWIL48Y0WM","4.7","Maharashtra"
"Dr Anup Bharati - MannSparsh Psychiatry Clinic, Nashik","Nashik","102, First Floor, Samraat Nucleus, Between Radiant Plus Hosp & Sahyadri Hospital, near Dadasaheb Gaikwad Sabhagruh, Mumbai Naka, Dr.Homi Bhabha Nagar, Nashik, Maharashtra 422001, India","+91 98677 93539","https://lh5.googleusercontent.com/p/AF1QipP4NrNfFCgx6RdI7SGNV_CXXjghviAQkZ44gDAR=w425-h240-k-no",,"12","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Anup%20Bharati%20-%20MannSparsh%20Psychiatry%20Clinic%2C%20Nashik&query_place_id=ChIJDfnMvBrr3TsRH2kjqBbe_WE","4.4","Maharashtra"
""" Little Minds Development Centre"" Child guidance and counseling centre","Nashik","Dr Anita Daund (Nagargoje) Child Psychiatrist therapist NIMS Hospital, thatte nagar, above sbi bank, KBT circle, Gangapur Rd, Thatte Nagar, Nashik, Maharashtra 422005, India","+91 97631 82616","https://lh5.googleusercontent.com/p/AF1QipMD-7ik7dvp8bU0COHHmivNqPArJoVSOlfBwTVB=w428-h240-k-no","http://www.mindbrainandpsychiatry.com/","11","Psychiatrist","https://www.google.com/maps/search/?api=1&query=%22%20Little%20Minds%20Development%20Centre%22%20Child%20guidance%20and%20counseling%20centre&query_place_id=ChIJxRuaRpHr3TsRGNvQAZd5jvg","4.9","Maharashtra"
"Dr Nilesh Jejurkar's MIND Clinic - Best Psychiatrist in nashik","Nashik","Mind Clinic, near Vardhaman Polyclinic, near Vishwas Bank, Mumbai Naka, Govind Nagar, Nashik, Maharashtra 422009, India","+91 74474 76970","https://lh5.googleusercontent.com/p/AF1QipOSxOcG1z5AyWQo-AWQrxnd1cOQ8mI1lPo49XyK=w426-h240-k-no","http://www.drnileshjejurkar.com/","10","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Nilesh%20Jejurkar's%20MIND%20Clinic%20-%20Best%20Psychiatrist%20in%20nashik&query_place_id=ChIJV_quSVzr3TsRGTUUlCMJz2k","5","Maharashtra"
